source,bare_exists
Killed %num1%/%num2% Jade Mechs in Echovald Wilds,
Killed %num1%/%num2% Kappa,
Killed %num1%/%num2% Kappa in Gyala Delve,
Killed %num1%/%num2% Krait in Nonmoa Lake or Killed the Krait Witch,
Killed %num1%/%num2% Kryptis Generals,
Killed %num1%/%num2% Kryptis in Amnytas,
Killed %num1%/%num2% Mordant Crescent Champions,
Killed %num1%/%num2% Naga in Dragon's End,
Killed %num1%/%num2% Naga in New Kaineng,
Killed %num1%/%num2% Naga in Seitung Province,
Killed %num1%/%num2% Plague Rats,
Killed %num1%/%num2% Player[s],
Killed %num1%/%num2% Purists,
Killed %num1%/%num2% Purists in New Kaineng,
Killed %num1%/%num2% Purists in Seitung Province,
Killed %num1%/%num2% Raid Bosses,
Killed %num1%/%num2% Son[s] of Svanir,
Killed %num1%/%num2% Spirits in the Echovald Wilds,
Killed %num1%/%num2% Unchained Risen,
Killed %num1%/%num2% Unchained in New Kaineng,
Killed %num1%/%num2% Unchained in Seitung Province,
Killed %num1%/%num2% Underworld Creatures in Dragonfall,
Killed %num1%/%num2% Void Creatures in the Echovald Wilds,
Killed %num1%/%num2% of Kasmeer's Training Illusions.,
Killed: %num1% %str1%,1
Killed: %str1%,
Killstreak Experience Booster[s],
Kindled Lost Emerald[s],
"King Crab[pl:""Crabs""]",
"King Salmon[pl:""Salmon""]",
"King Toad Loot Box[pl:""Boxes""]",
King Toad Z-1[s],
King Toad Z-2[s],
King Toad Z-3[s],
Kinya Nian Warclaw Skin[s],
Kirin Jackal Skin[s],
"Kiste[pl:""Kisten""] mit polychromatischen Beinkleidern",
"Kiste[pl:""Kisten""] mit polychromatischen Schultern",
Kitchen closes in %str1%,
Kite Fortune[s],
Kito's Secret Cache[s],
Kitten[s],
Knaebelag's Hoard[s],
Knavish Tonic[s],
Knelt at %num1%/%num2% Shrines,
Knelt at %num1%/7 Statues,
Knife Tail Gang Hunting Bond[s],
"Knifefish[pl:""Knifefish""]",
Knight's Darksteel Imbued Inscription[s],
Knight's Darksteel Plated Inscription[s],
Knight's Elder Inscription[s],
Knight's Embroidered Linen Insignia[s],
Knight's Embroidered Silk Insignia[s],
Knight's Hard Inscription[s],
Knight's Intricate Gossamer Insignia[s],
Knight's Intricate Linen Insignia[s],
Knight's Intricate Silk Insignia[s],
Knight's Linen Insignia[s],
Knight's Mithril Imbued Inscription[s],
Knight's Mithril Plated Inscription[s],
Knight's Orichalcum Imbued Inscription[s],
Knight's Silk Insignia[s],
Knowledge Crystal[s],
"Knowledge Fish[pl:""Fish""]",
"Koda Heavy Armor Box[pl:""Boxes""]",
"Koda Light Armor Box[pl:""Boxes""]",
"Koda Medium Armor Box[pl:""Boxes""]",
Koda's Blossom Petal[s],
"Koda's Blossom Seed Pouch[pl:""Pouches""]",
Koda's Warmth Enrichment[s],
Kodan Axe Skin[s],
"Kodan Bone Bookshelf[pl:""Bookshelves""]",
Kodan Book[s]: 20 Flavors of Sand,
Kodan Book[s]: Glittering Gold,
Kodan Book[s]: Glorious Green,
Kodan Book[s]: Lofty Light Brown,
Kodan Book[s]: Performative Puce,
Kodan Book[s]: Soothing Sage,
Kodan Book[s]: The Beauty of Blue,
Kodan Cache Key[s],
Kodan Cottage Wall[s],
Kodan Cottage Wall[s] (Pillar),
Kodan Cottage Wall[s] (Small),
Kodan Crystal Candle[s],
Kodan Dagger Skin[s],
"Kodan Decorative Torch[pl:""Torches""]",
Kodan Decorative Wardrobe[s],
Kodan Dining Chair[s],
Kodan Fancy Bed[s],
Kodan Feast[s],
Kodan Fish Tank[s],
Kodan Focus Skin[s],
Kodan Greatsword Skin[s],
Kodan Hammer Skin[s],
Kodan Hammock[s],
Kodan Hanging Lantern[s],
Kodan Harpoon Skin[s],
Kodan Heritage Chest[s],
Kodan Hero Statue[s],
"Kodan Ivory Couch[pl:""Couches""]",
Kodan Joined Wooden Divider[s],
Kodan Kitchen Hearth[s],
Kodan Lantern[s],
Kodan Longbow Skin[s],
Kodan Mace Skin[s],
Kodan Outdoor Bath[s],
Kodan Painting[s],
Kodan Pistol Skin[s],
Kodan Refined End Table[s],
Kodan Rifle Skin[s],
Kodan Rocky Fireplace[s],
Kodan Scepter Skin[s],
Kodan Shield Skin[s],
Kodan Short Bow Skin[s],
Kodan Sink[s],
Kodan Soup Kettle[s],
Kodan Speargun Skin[s],
Kodan Staff Skin[s],
"Kodan Supply Box[pl:""Boxes""]",
Kodan Support Mark[s],
Kodan Swirl Rug[s],
Kodan Sword Skin[s],
Kodan Table Setting[s],
Kodan Timber Stool[s],
Kodan Torch Skin[s],
Kodan Trident Skin[s],
"Kodan Vanity[pl:""Vanities""]",
Kodan Wall Mirror[s],
Kodan Warhorn Skin[s],
Kodan Woodsy Armchair[s],
Kodan Woodsy Cabinet[s],
Kodan Woodsy Cabinet[s] (High),
Kodan Woodsy Cabinet[s] (Tall),
Kodan Woodsy Dining Table[s],
Kodan Woodsy Trunk[s],
Kodan Woven Divider[s],
Kodan Writing Desk[s],
Kodan leave in: %str1%,
Kodan time to beat: %str1%,
"Kodan[pl:""Copies of Kodan""] Painting 2",
"Kodan[pl:""Copies of Kodan""] Painting 3",
Koi Cake[s],
Koolookuu Friendship Bracelet[s],
Kormir Defense Recording[s],
"Kormir Prayer Books[pl:""Books""]",
Kormir Statue[s],
Kournan Cache[s],
Kournan Coffer[s],
Kournan Coin[s],
Krait Focusing Crystal[s],
Krait Scale[s],
Krait Skin[s],
Krait Tuning Crystal[s],
Krait Tuning Kit[s],
Kraken's Grasp Fishing Rod Skin[s],
Kralkachocolate Bar[s],
Kralkatorrik Dye Kit[s],
"Kralkatorrik Minion Loot Box[pl:""Boxes""]",
Kralkatorrik arrives in: %str1%,
Kralkatorrik's Argument Skin[s],
Kralkatorrik's Bite Skin[s],
Kralkatorrik's Breath Skin[s],
Kralkatorrik's Claw Skin[s],
Kralkatorrik's Fang Skin[s],
Kralkatorrik's Flight Skin[s],
Kralkatorrik's Gaze Skin[s],
Kralkatorrik's Insight Skin[s],
Kralkatorrik's Persuasion Skin[s],
Kralkatorrik's Rending Skin[s],
Kralkatorrik's Scale Skin[s],
Kralkatorrik's Tail Skin[s],
Kralkatorrik's Voice Skin[s],
Kralkatorrik's Weight Skin[s],
Kralkatorrik's Wing Skin[s],
Kralkatorrik's Wisdom Skin[s],
Krewe Bar[s],
Krewe members freed: %num1%/5,
Krunko's Bugs%num1%,
"Kryptis Bush[pl:""Bushes""]",
Kryptis Door[s] (Tall and Wide),
Kryptis Goo Plane[s],
"Kryptis Loot Box[pl:""Boxes""]",
Kryptis Pillar[s],
Kryptis Platform[s],
Kryptis Skyscale[s],
Kryptis Square Floor[s],
Kryptis Stair[s],
Kryptis Wall[s],
Kryptis retreat in: %str1%,
Kryta Fishing License[s],
"Kryta Weapon Skins Box[pl:""Boxes""]",
Krytan Axe Skin[s],
Krytan Bandana[s],
Krytan Barstool[s],
Krytan Bow Skin[s],
Krytan Common Chair[s],
"Krytan Crawfish[pl:""Crawfish""]",
Krytan Dagger Skin[s],
Krytan Fishing Reward[s],
Krytan Focus Skin[s],
Krytan Garden Column[s],
Krytan Greatsword Skin[s],
Krytan Jerkin[s],
Krytan Lumber Core[s],
Krytan Mace Skin[s],
Krytan Medium Armor Skin[s],
Krytan Pistol Skin[s],
"Krytan Puffer[pl:""Puffers""]",
Krytan Rifle Skin[s],
Krytan Rogue Chestpiece Skin[s],
Krytan Scepter Skin[s],
Krytan Shield Skin[s],
Krytan Short Bow Skin[s],
"Krytan Simple Bench[pl:""Benches""]",
Krytan Simple Chair[s],
Krytan Spear Skin[s],
Krytan Speargun Skin[s],
Krytan Spiderwort Bloom[s],
"Krytan Spiderwort Seed Pouch[pl:""Pouches""]",
Krytan Staff Skin[s],
Krytan Sword Skin[s],
Krytan Torch Skin[s],
Krytan Trident Skin[s],
Krytan Valley Waypoint Unlock[s],
Krytan Warhammer Skin[s],
Krytan Warhorn Skin[s],
Kurzick Dual Axe Skin[s],
Kurzick Weapon Chest[s],
Kuunavang Festival Mask[s],
Kyanite Dye[s],
Lab events start in: %str1%,
Labs overwhelmed in: %str1%,
Lacquered Banner Pole[s],
Laden Clump[s] of Ore,
Lake Doric Cache[s],
"Lake Doric Mussels[pl:""Mussels""]",
Lambent Battlelord's Hood Helm Skin[s],
Lamp Finial[s],
Lamp arena active in: %str1%,
Lamplighter's Badge[s],
Landed %num1%/100 Damaging Shots with Pale Reaver Sniper Rifle,
"Landscape Study[pl:""Studies""]: Diverting the Elon",
Lane commanders in position: %num1%/2,
Lantern Chest[s],
Lapis Lump[s],
Lapis Nugget[s],
Laranthir's Vigilant Inscription[s],
Laranthir's Vigilant Insignia[s],
Large Ancient Haft[s],
Large Bag[s] of Airship Parts,
Large Bag[s] of Bandit Crests,
Large Bag[s] of Booty,
Large Bag[s] of Obsidian,
Large Bag[s] of Skritt Shinies,
Large Bag[s] of Spirit Shards,
Large Bag[s] of Supplies,
Large Bag[s] of Trinkets,
Large Bamboo Clump[s],
Large Block[s] of the Solid Ocean,
Large Bone[s],
Large Calcified Gasp[s],
Large Candy Bag[s],
Large Canthan Cherry Tree[s],
Large Claw[s],
Large Crafting Bag[s],
Large Crystal Block[s] of the Solid Ocean,
Large Cube[s] of Snow,
Large Cuboid[s] of Snow,
Large Display Stand[s],
Large Donation Receipt[s] (Value: 100),
Large Dusty Wintersday Gift[s],
Large Elder Haft[s],
Large Elonian Planter[s],
Large Fang[s],
Large Festival Tent[s],
Large Fortified Precursor Haft[s],
Large Fragile Artifact[s],
Large Green Haft[s],
Large Guild Banner[s],
Large Hard Haft[s],
Large Hemisphere[s] of Snow,
Large Icy Bag[s],
Large Karmic Crafting Bag[s],
Large Loot Bag[s],
Large Miner's Bag[s],
Large Mist Defensive Potion[s],
Large Mist Mobility Potion[s],
Large Mist Offensive Potion[s],
Large Moldy Bag[s],
"Large Pinch[pl:""Pinches""] of Stardust",
Large Potion[s] of PvP Reward,
Large Rank-Up Chest[s],
Large Ritual Bag[s],
Large Scale[s],
Large Seasoned Haft[s],
Large Skull[s],
Large Soft Haft[s],
Large Spiritwood Haft[s],
Large Square Pillar[s],
"Large Stash[pl:""Stashes""] of Carved Lowland Pine Coins",
Large Static Charge[s],
Large Stolen Supplies Bag[s],
Large Supply Bag[s],
Large Tar Elemental[s],
Large Thorned Bag[s],
Large Treat Bag[s],
Large Wave[s] of the Solid Ocean,
Large Wedge[s] of Snow,
Large Wintersday Gift[s],
"Largemouth Bass[pl:""Bass""]",
Largos Platform[s],
Lashoosh Friendship Bracelet[s],
Lashtail Devourer Egg[s],
Lashtail Devourer Hatchling[s],
Lashtail Devourer[s],
"Last 24h: Games %num1%, Gold %num2%",
"Late-Blooming Elon Lily[pl:""Lilies""]",
Lateen Sail[s],
Latest Time: %str1%,
Latte Dye[s],
Lattice Arbor[s],
Lattice Planter[s],
Lattice Planter[s] with Blue Petunias,
Lattice Planter[s] with Daisies,
Lattice Planter[s] with Loosestrife,
Lattice Planter[s] with Orange Petunias,
Lattice Planter[s] with Red Petunias,
Lattice[s],
Laureate Coin Booster[s],
Laurel[s],
Lava Beetle[s],
Lava Elemental[s],
"Lava Lounge Pass[pl:""Passes""] (2 Weeks)",
Lavender Dye[s],
Lawless Boots Skin[s],
Lawless Gloves Skin[s],
Lawless Helmet Skin[s],
Lawless Shoulder Skin[s],
Layered Vest Clothing Outfit[s],
Layout saved at %str1%.,
Lead Dye[s],
Leader: %str1%,
Leaderboard[s],
Leaders Alive: %num1%/2,
Leaf Fossil[s],
Leaf Glider[s],
Leafy Sea Dragon[s],
Leaping Lion Fountain[s],
Leaping Lion Statue Token[s],
Learned %num1%/%num2% Piece[s] of Information,
Learned %num1%/%num2% Skimmer Facts,
Leather Hoodie Clothing Outfit[s],
Leather Shipment[s],
Leather Straps Chestpiece Skin[s],
Leather Straps Cingulum Skin[s],
Leaving the cave in: %str1%,
"Leech[pl:""Leeches""]",
"Leek Seed Pouch[pl:""Pouches""]",
Leek[s],
Left %str1% alliance.,
Leftpaw's Settler Inscription[s],
Leftpaw's Settler Insignia[s],
"Legacy Armor Box[pl:""Boxes""]",
Legend Dye[s],
Legendary %str1%,
"Legendary Adelbern Loot Box[pl:""Boxes""]",
"Legendary Armory: Available (%num1%), Unlocked (%num2%)",
"Legendary Belongings[pl:""Belongings""] of the Great Zehtuka",
"Legendary Cache[pl:""Caches""]",
"Legendary Captain DeLana Loot Box[pl:""Boxes""]",
Legendary Cheese[s],
"Legendary Coffer[pl:""Coffers""]",
Legendary Divination[s],
"Legendary Elder Dragon Zhaitan Loot Box[pl:""Boxes""]",
"Legendary Essence[pl:""Essence""] of Luck",
"Legendary Eternal Coffer[pl:""Coffers""]",
"Legendary Faolain Loot Box[pl:""Boxes""]",
"Legendary Gaheron Baelfire Loot Box[pl:""Boxes""]",
Legendary Gift Starter Kit[s],
"Legendary Huntsman Loot Box[pl:""Boxes""]",
Legendary Inscription[s],
Legendary Insight[s],
"Legendary Iron Forgeman Loot Box[pl:""Boxes""]",
"Legendary Kudu's Monster Loot Box[pl:""Boxes""]",
"Legendary Mistforged Trunk[pl:""Trunks""]",
Legendary Relic[s],
"Legendary Reliquary[pl:""Reliquaries""]",
Legendary Rune[s],
Legendary Sigil[s],
Legendary Spike[s],
"Legendary Trunk[pl:""Trunks""]",
Legendary Underwater Inscription[s],
Legendary War Insight[s],
Legendary Weapon Starter Key[s]—Set 1,
Legendary Weapon Starter Key[s]—Set 10,
Legendary Weapon Starter Key[s]—Set 2,
Legendary Weapon Starter Key[s]—Set 3,
Legendary Weapon Starter Key[s]—Set 4,
Legendary Weapon Starter Key[s]—Set 5,
Legendary Weapon Starter Key[s]—Set 6,
Legendary Weapon Starter Key[s]—Set 7,
Legendary Weapon Starter Key[s]—Set 8,
Legendary Weapon Starter Key[s]—Set 9,
Legendary Weapon Starter Key[s]—Universal,
Legion Footrest[s],
Legion Footstool[s],
Legion Jetpack Backpack and Glider Combo[s],
Legion Jetpack Glider[s],
Legion Jetpack[s],
Legion Strategic Chair[s],
Legion Warseat[s],
Legion Warthrone[s],
Legion forces are ready to launch an attack on %str1%.,
Legion forces failed to take %str1%.,
Legionnaire Axe Skin[s],
Legionnaire Bayonet Skin[s],
Legionnaire Dagger Skin[s],
Legionnaire Dye[s],
Legionnaire Firebrand Skin[s],
Legionnaire Greatsword Skin[s],
Legionnaire Harpoon Skin[s],
Legionnaire Horn Skin[s],
Legionnaire Longbow Skin[s],
Legionnaire Mace Skin[s],
Legionnaire Maul Skin[s],
Legionnaire Shield Skin[s],
Legionnaire Short Bow Skin[s],
Legionnaire Sidearm Skin[s],
Legionnaire Speargun Skin[s],
Legionnaire Staff Skin[s],
Legionnaire Sword Skin[s],
Legionnaire Symbol Skin[s],
Legionnaire Trident Skin[s],
Legionnaire Virge Skin[s],
Legionnaire's Chair[s],
Legionnaire's Potion[s],
Lemon Bar[s],
Lemon Dye[s],
Lemon Ice Dye[s],
Lemon Shade Dye[s],
Lemon Sherbet Dye[s],
Lemon Tart[s],
Lemon Tint Dye[s],
Lemon Zest Dye[s],
Lemon[s],
Lemonade Dye[s],
"Lemongrass Seed Pouch[pl:""Pouches""]",
Lengthy Letter[s],
"Lentil Seed Pouch[pl:""Pouches""]",
Lentil-Like Stone[s],
Leopard Potion[s],
Leopard Totem[s],
Leprechaun Dye[s],
Lesser Air Elemental[s],
Lesser Earth Elemental[s],
Lesser Ember[s],
Lesser Essence[s] of Gold,
Lesser Fire Elemental[s],
Lesser Ice Elemental[s],
Lesser Kodan Cache[s],
Lesser Vision Crystal[s],
"Lessons[pl:""Lessons""] in Arbology",
"Lessons[pl:""Lessons""] in Metallurgy",
"Let me see, %str1%... No, I don't see anything for you here. I'm sorry.",
Letter[s] from Drojkor,
Letter[s] from Unja,
Letter[s] of Commendation,
"Lettuce Seed Pouch[pl:""Pouches""]",
Level %num1%,1
Level %num1% %str1%,
Level %num1% %str1% %str2%,
Level %num1% Rewards,
"Level 80 Waypoints Unlocked[pl:""Unlocked""]",
Level-80 Boost[s],
Level: %num1% XP: %num2%,
Leviathan Bone Chest[s],
Levvi's Device[s],
Ley Line Axe Skin[s],
Ley Line Crystal[s],
Ley Line Dagger Skin[s],
Ley Line Focus Skin[s],
Ley Line Greatsword Skin[s],
Ley Line Hammer Skin[s],
Ley Line Infused Stone[s],
Ley Line Longbow Skin[s],
Ley Line Mace Skin[s],
Ley Line Pistol Skin[s],
Ley Line Rifle Skin[s],
Ley Line Scepter Skin[s],
Ley Line Shield Skin[s],
Ley Line Short Bow Skin[s],
Ley Line Spark[s],
Ley Line Staff Skin[s],
Ley Line Sword Skin[s],
Ley Line Torch Skin[s],
Ley Line Warhorn Skin[s],
"Ley Line Weapon Box[pl:""Boxes""]",
Ley Line Weapon Cache[s],
Ley line samples collected: %num1%%%,
Ley-Energy Corrupted Spark[s],
Ley-Infused Flower[s],
Ley-Infused Lodestone[s],
"Ley-Infused Matrix[pl:""Matrices""]",
Ley-Infused Sand[s],
Ley-Line Axe Core[s],
Ley-Line Crystal Essence[s],
Ley-Line Dagger Core[s],
Ley-Line Focus Core[s],
Ley-Line Greatsword Core[s],
Ley-Line Hammer Core[s],
Ley-Line Infused Tool[s],
Ley-Line Longbow Core[s],
Ley-Line Mace Core[s],
Ley-Line Pistol Core[s],
Ley-Line Rifle Core[s],
Ley-Line Scepter Core[s],
Ley-Line Shield Core[s],
Ley-Line Short Bow Core[s],
Ley-Line Staff Core[s],
Ley-Line Sword Core[s],
Ley-Line Torch Core[s],
Ley-Line Warhorn Core[s],
Ley-energy shield restored in: %str1%,
"Leystone Armor Box[pl:""Boxes""]",
"Leystone Boot Box[pl:""Boxes""]",
"Leystone Coat Box[pl:""Boxes""]",
"Leystone Glove Box[pl:""Boxes""]",
"Leystone Headgear Box[pl:""Boxes""]",
"Leystone Legging Box[pl:""Boxes""]",
"Leystone Shoulder Box[pl:""Boxes""]",
Lezzi gives up in: %str1%,
Liberator of Lion's Arch Chest[s],
"Library Shelf[pl:""Shelves""]",
Lieutenant escapes in: %str1%,
Life Force %num1% / %num2% (%num3%%%)<br>Gain Life Force from Nearby Deaths,
"Life isn't easy, and no one is perfect. People who know me well may tease me about my fear of %str1%, but I still manage to do what's right.",
Lifesblood Dye[s],
Light %num2% torches while fighting the Boneskinner in the Raven Sanctum.,
Light Bag[s] of Booty,
Light Bag[s] of Skritt Shinies,
Light Bag[s] of Supplies,
Light Bag[s] of Trinkets,
Light Baroque Mask[s],
Light Boots Token[s],
Light Coat Token[s],
Light Consortium Breathing Mask Skin[s],
Light Consortium Breathing Mask[s],
Light Crafting Bag[s],
Light Fancy Mask[s],
Light Gloves Token[s],
Light Grenth Hood[s],
Light Hellfire Mantle Skin[s],
Light Hellfire Vambraces Skin[s],
Light Hellfire Warhelm Skin[s],
Light Helm Token[s],
Light Horns of the Dragon Skin[s],
Light Icy Bag[s],
Light Island Shoulder Skin[s],
Light Island Shoulder[s],
Light Karmic Crafting Bag[s],
Light Leggings Token[s],
Light Loot Bag[s],
Light Miner's Bag[s],
Light Moldy Bag[s],
Light Pauldron Token[s],
Light Radiant Mantle Skin[s],
Light Radiant Vambraces Skin[s],
Light Radiant Warhelm Skin[s],
Light Special Ops Captain's Helmet[s],
Light Stag Helm[s],
Light Starter Gear Chest[s],
Light Stolen Supplies Bag[s],
Light Supply Bag[s],
Light Thorned Bag[s],
Light Treat Bag[s],
Light Viridian Dye[s],
Light Zephyrite Lightning Helm Skin[s],
Light Zephyrite Sun Helm Skin[s],
Light Zephyrite Wind Helm Skin[s],
Light all braziers and clear out the hall within %str1% to make Braham look good.,
Light of Deldrimor Plate[s],
Light of Deldrimor Plate[s]—Bottom Half,
Light of Deldrimor Plate[s]—Top Half,
Light-Blue Wintersday Gift[s],
Lightbinder Blade Sword Skin[s],
Lightbinder Blades Backpack and Glider Combo[s],
Lightbinder Blades Glider[s],
"Lightbinder Blades Wings[pl:""Wings""]",
Lightly Used Soul Jar[s],
Lightning Aspect Crystal[s],
Lightning Aspect Eye[s],
Lightning Bug[s],
Lightning Catcher Skin[s],
Lightning Catcher[s],
Lightning Kite[s],
Lightning Wings Backpack and Glider Combo[s],
Lightning Wings Backpack[s],
Lightning Wings Glider[s],
Lightweight Hatchling[s],
Lilac Dye[s],
Lime Breeze Dye[s],
Lime Dye[s],
Lime Ice Dye[s],
Lime[s],
Limesicle Dye[s],
Limited Ley Line Finisher[s],
Limited by: %str1%,
Limited-Use Cow Finisher[s],
Limited-Use Gift Finisher[s],
Limited-Use Grave Finisher[s],
Limited-Use Guild Flag Finisher[s],
Limited-Use Guild Shield Finisher[s],
Limited-Use Mad King Finisher[s],
Limited-Use Realm Portal Spike Finisher[s],
Limited-Use Sanctified Finisher[s],
Limited-Use Scarecrow Finisher[s],
Limited-Use Snowman Finisher[s],
Limited-Use Spectre Finisher[s],
Limited-Use Super Explosive Finisher[s],
Limited-Use Toxic Offshoot Finisher[s],
Limited-Use Vigil Megalaser Finisher[s],
Limonite Dye[s],
"Limwe, the Rune[s] of Justice",
Line: %str1%,
Linen Coat Lining[s],
Linen Coat Panel[s],
Linen Epaulet Padding[s],
Linen Epaulet Panel[s],
Linen Gloves Padding[s],
Linen Gloves Panel[s],
Linen Helm Padding[s],
Linen Helm Strap[s],
Linen Pants Lining[s],
Linen Pants Panel[s],
"Linen Patch[pl:""Patches""]",
Linen Rope[s],
Linen Scrap[s],
Linen Shoe Sole[s],
Linen Shoe Upper[s],
Linen Supply Sack[s],
Lion Fountain Token[s],
Lion Fountain[s],
Lion Mask Skin[s],
Lion Statue[s],
Lion's Arch Commemorative Dye Kit[s],
Lion's Arch Rebuild Dye Kit[s],
Lion's Arch Supply Container[s],
Lion's Arch Survivors Dye Kit[s],
Lionguard Captain[s],
Lionguard[s],
Lipstick Dye[s],
Liquid Aurillium Infusion[s],
Liquid Mana[s],
Listened to %num1% of 5 Conversations between Aurene and Soo-Won,
Listened to %num1%/%num2% Audio Logs,
Listened to %num1%/%num2% Delegate Updates,
Listened to %num1%/%num2% Entries,
Lit %num1% of %num2% Braziers throughout West Bjora Marches,
Lit %num1%/%num2% Torches while Fighting the Boneskinner in the Raven Sanctum,
Lit Wagon[s],
Little Lucky Envelope[s],
Live Plague Scarab[s],
Living Flame[s],
Living Short Bow[s],
"Llama Mini Choice Box[pl:""Boxes""]",
Load failed: %str1%,
Loaded Clump[s] of Ore,
Loaded Wagon[s],
"Loaf[pl:""Loaves""] of Banana Bread",
"Loaf[pl:""Loaves""] of Bread",
"Loaf[pl:""Loaves""] of Candy Cactus Cornbread",
"Loaf[pl:""Loaves""] of Kodan Bread",
"Loaf[pl:""Loaves""] of Omnomberry Bread",
"Loaf[pl:""Loaves""] of Raspberry Peach Bread",
"Loaf[pl:""Loaves""] of Rosemary Bread",
"Loaf[pl:""Loaves""] of Saffron Bread",
"Loaf[pl:""Loaves""] of Tarragon Bread",
"Loaf[pl:""Loaves""] of Travelers Bread",
"Loaf[pl:""Loaves""] of Walnut Sticky Bread",
"Loaf[pl:""Loaves""] of Zucchini Bread",
Lobber's Brood: %num1%,
Local Writ[s] of Renown,
Located %num1%/%num2% Clues,
Locations cleared: %num1%/3,
Locked %str1% Major Trait Slot,
Log boxes found: %num1%/%num2%,
Log wood %num2% times in Bitterfrost Frontier.,
Log wood %num2% times in Bjora Marches.,
Log wood %num2% times in Bloodstone Fen.,
Log wood %num2% times in Draconis Mons.,
Log wood %num2% times in Dragonfall.,
Log wood %num2% times in Drizzlewood Coast.,
Log wood %num2% times in Dry Top.,
Log wood %num2% times in Ember Bay.,
Log wood %num2% times in Forging Steel.,
Log wood %num2% times in Grothmar Valley.,
Log wood %num2% times in Jahai Bluffs.,
Log wood %num2% times in Lake Doric.,
Log wood %num2% times in Siren's Landing.,
Log wood %num2% times in Thunderhead Peaks.,
Log wood %num2% times in the Domain of Istan.,
Log wood %num2% times in the Domain of Kourna.,
Log wood %num2% times in the Sandswept Isles.,
Log wood %num2% times in the Silverwastes.,
Log-in Rewards—Day %num1%,
Logan's Pact Marshal Outfit[s],
